ArrayExpress_Sex_s	ArrayExpress_Species_s	AvgSpotLen_l	BioSample_s	Experiment_s	InsertSize_l	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Description_s	Sample_Name_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Platform_s	SRA_Study_s
	Astatotilapia 'Massoko olive'	250	SAMEA2661451	ERX646550	350	11649660	2015-02-19	7933	2859	Astatotilapia	2015-01-29	ERR702287	ERS510665		Astatotilapia__Massoko_olive__27-sc-2016980	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Mylochromis anaphyrmus	250	SAMEA2661216	ERX646551	350	11649543	2015-02-19	6232	2281	Mylochromis anaphyrmus	2015-01-29	ERR702288	ERS510430		Mylochromis_anaphyrmus_2-sc-2016526	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Mylochromis anaphyrmus	250	SAMEA2661217	ERX646552	350	11649555	2015-02-19	6470	2322	Mylochromis anaphyrmus	2015-01-29	ERR702289	ERS510431		Mylochromis_anaphyrmus_3-sc-2016527	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Mylochromis anaphyrmus	250	SAMEA2661218	ERX646553	350	11649567	2015-02-19	6623	2386	Mylochromis anaphyrmus	2015-01-29	ERR702290	ERS510432		Mylochromis_anaphyrmus_4-sc-2016528	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Mylochromis anaphyrmus	250	SAMEA2661219	ERX646554	350	11649579	2015-02-19	6074	2233	Mylochromis anaphyrmus	2015-01-29	ERR702291	ERS510433		Mylochromis_anaphyrmus_5-sc-2016529	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Copadichromis virginalis	250	SAMEA2661223	ERX646555	350	11649591	2015-02-19	6714	2429	Copadichromis virginalis	2015-01-29	ERR702292	ERS510437		Copadichromis_virginalis_2-sc-2016533	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Copadichromis virginalis	250	SAMEA2661224	ERX646556	350	11649603	2015-02-19	6449	2331	Copadichromis virginalis	2015-01-29	ERR702293	ERS510438		Copadichromis_virginalis_3-sc-2016534	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Copadichromis virginalis	250	SAMEA2661225	ERX646557	350	11649615	2015-02-19	6798	2458	Copadichromis virginalis	2015-01-29	ERR702294	ERS510439		Copadichromis_virginalis_4-sc-2016535	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Copadichromis virginalis	250	SAMEA2661226	ERX646558	350	11649627	2015-02-19	6307	2288	Copadichromis virginalis	2015-01-29	ERR702295	ERS510440		Copadichromis_virginalis_5-sc-2016536	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Chilotilapia rhoadesii	250	SAMEA2661228	ERX646559	350	11649544	2015-02-05	5718	2083	Chilotilapia rhoadesii	2015-01-29	ERR702296	ERS510442		Chilotilapia_rhoadesii_2-sc-2016538	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Chilotilapia rhoadesii	250	SAMEA2661229	ERX646560	350	11649556	2015-02-05	5357	1949	Chilotilapia rhoadesii	2015-01-29	ERR702297	ERS510443		Chilotilapia_rhoadesii_3-sc-2016539	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Ctenopharynx intermedius	250	SAMEA2661231	ERX646561	350	11649568	2015-02-05	5623	2007	Ctenopharynx intermedius	2015-01-29	ERR702298	ERS510445		Ctenopharynx_intermedius_2-sc-2016541	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Ctenopharynx intermedius	250	SAMEA2661232	ERX646562	350	11649580	2015-02-05	5467	1934	Ctenopharynx intermedius	2015-01-29	ERR702299	ERS510446		Ctenopharynx_intermedius_3-sc-2016542	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Trematocranus placodon	250	SAMEA2661233	ERX646563	350	11649592	2015-02-05	5899	2068	Trematocranus placodon	2015-01-29	ERR702300	ERS510447		Trematocranus_placodon_2-sc-2016543	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Trematocranus placodon	250	SAMEA2661234	ERX646564	350	11649604	2015-02-04	5858	2073	Trematocranus placodon	2015-01-29	ERR702301	ERS510448		Trematocranus_placodon_3-sc-2016544	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Trematocranus placodon	250	SAMEA2661235	ERX646565	350	11649616	2015-02-04	5778	2021	Trematocranus placodon	2015-01-29	ERR702302	ERS510449		Trematocranus_placodon_4-sc-2016545	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Trematocranus placodon	250	SAMEA2661236	ERX646566	350	11649628	2015-02-04	6096	2156	Trematocranus placodon	2015-01-29	ERR702303	ERS510450		Trematocranus_placodon_5-sc-2016546	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis subocularis	250	SAMEA2661243	ERX646567	350	11649545	2015-02-05	5727	2038	Placidochromis subocularis	2015-01-29	ERR702304	ERS510457	Nachengwa lodge	Placidochromis_subocularis_1-sc-2016553	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis subocularis	250	SAMEA2661244	ERX646568	350	11649557	2015-02-05	5665	2029	Placidochromis subocularis	2015-01-29	ERR702305	ERS510458	Nachengwa lodge	Placidochromis_subocularis_2-sc-2016554	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis subocularis	250	SAMEA2661245	ERX646569	350	11649569	2015-02-04	5894	2122	Placidochromis subocularis	2015-01-29	ERR702306	ERS510459	Nachengwa lodge	Placidochromis_subocularis_3-sc-2016555	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis subocularis	250	SAMEA2661246	ERX646570	350	11649581	2015-02-04	5930	2121	Placidochromis subocularis	2015-01-29	ERR702307	ERS510460	Nachengwa lodge	Placidochromis_subocularis_4-sc-2016556	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Chilotilapia rhoadesii	250	SAMEA2661250	ERX646571	350	11649593	2015-02-04	6022	2169	Chilotilapia rhoadesii	2015-01-29	ERR702308	ERS510464	Mangochi	Chilotilapia_rhoadesii_4-sc-2016560	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Fossorochromis rostratus	250	SAMEA2661263	ERX646572	350	11649605	2015-02-05	5939	2130	Fossorochromis rostratus	2015-01-29	ERR702309	ERS510477	Chiofu	Fossorochromis_rostratus_2-sc-2016573	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Fossorochromis rostratus	250	SAMEA2661264	ERX659398	350	11649617	2015-02-19	5224	1788	Fossorochromis rostratus	2015-01-29	ERR715476	ERS510478	Cape Maclear	Fossorochromis_rostratus_3-sc-2016574	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
female	Labeotropheus trewavasae (scrapermouth mbuna)	250	SAMEA2661267	ERX659399	350	11649629	2015-02-19	5190	1785	Labeotropheus trewavasae	2015-01-29	ERR715477	ERS510481	Chiofu	Labeotropheus_trewavasae-sc-2016577	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis longimanus	250	SAMEA2661279	ERX659400	350	11649546	2015-02-19	5349	1842	Placidochromis	2015-01-29	ERR715478	ERS510493	Chia Lagoon	Placidochromis_longimanus_2-sc-2016589	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis longimanus	250	SAMEA2661280	ERX659401	350	11649558	2015-02-19	5216	1800	Placidochromis	2015-01-29	ERR715479	ERS510494	Chia Lagoon	Placidochromis_longimanus_3-sc-2016590	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis longimanus	250	SAMEA2661281	ERX659402	350	11649570	2015-02-19	5189	1795	Placidochromis	2015-01-29	ERR715480	ERS510495	Chia Lagoon	Placidochromis_longimanus_4-sc-2016591	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis longimanus	250	SAMEA2661282	ERX659403	350	11649582	2015-02-19	5171	1785	Placidochromis	2015-01-29	ERR715481	ERS510496	Chia Lagoon	Placidochromis_longimanus_5-sc-2016592	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Copadichromis virginalis (Lake Malombe dwarf)	250	SAMEA2661283	ERX659404	350	11649594	2015-02-19	5176	1765	Copadichromis virginalis	2015-01-29	ERR715482	ERS510497	Lake Malombe	Copadichromis_virginalis_LM_1-sc-2016593	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Copadichromis virginalis (Lake Malombe dwarf)	250	SAMEA2661285	ERX659405	350	11649606	2015-02-19	5241	1783	Copadichromis virginalis	2015-01-29	ERR715483	ERS510499	Lake Malombe	Copadichromis_virginalis_LM_3-sc-2016595	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis subocularis	250	SAMEA2661287	ERX659406	350	11649618	2015-02-19	5121	1759	Placidochromis subocularis	2015-01-29	ERR715484	ERS510501	Nachengwa lodge	Placidochromis_subocularis_5-sc-2016597	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis subocularis	250	SAMEA2661288	ERX659407	350	11649630	2015-02-19	5033	1732	Placidochromis subocularis	2015-01-29	ERR715485	ERS510502	Nachengwa lodge	Placidochromis_subocularis_6-sc-2016598	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis subocularis	250	SAMEA2661289	ERX659408	350	11649547	2015-02-19	5396	1841	Placidochromis subocularis	2015-01-29	ERR715486	ERS510503	Nachengwa lodge	Placidochromis_subocularis_7-sc-2016599	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis subocularis	250	SAMEA2661290	ERX659409	350	11649559	2015-02-19	5126	1765	Placidochromis subocularis	2015-01-29	ERR715487	ERS510504	Nachengwa lodge	Placidochromis_subocularis_8-sc-2016600	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Otopharynx speciosus	250	SAMEA2661220	ERX659410	350	11649571	2015-02-19	16035	5489	Otopharynx speciosus	2015-01-29	ERR715488	ERS510434		Otopharynx_speciosus_1-sc-2016530	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Otopharynx speciosus	250	SAMEA2661221	ERX659411	350	11649583	2015-02-19	15230	5240	Otopharynx speciosus	2015-01-29	ERR715489	ERS510435		Otopharynx_speciosus_2-sc-2016531	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Copadichromis trimaculatus	250	SAMEA2661222	ERX659412	350	11649595	2015-02-19	14563	4976	Copadichromis trimaculatus	2015-01-29	ERR715490	ERS510436		Copadichromis_trimaculatus-sc-2016532	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Chilotilapia rhoadesii	250	SAMEA2661227	ERX659413	350	11649607	2015-02-04	15434	5223	Chilotilapia rhoadesii	2015-01-29	ERR715491	ERS510441		Chilotilapia_rhoadesii_1-sc-2016537	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Ctenopharynx intermedius	250	SAMEA2661230	ERX659414	350	11649619	2015-02-01	15242	5314	Ctenopharynx intermedius	2015-01-29	ERR715492	ERS510444		Ctenopharynx_intermedius_1-sc-2016540	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Champsochromis caeruelus	250	SAMEA2661237	ERX659415	350	11649631	2015-02-03	16347	5612	Champsochromis	2015-01-29	ERR715493	ERS510451		Champsochromis_caeruelus_1-sc-2016547	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Champsochromis caeruelus	250	SAMEA2661238	ERX659416	350	11649548	2015-02-03	16543	5665	Champsochromis	2015-01-29	ERR715494	ERS510452		Champsochromis_caeruelus_2-sc-2016548	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Buccochromis nototaenia	250	SAMEA2661239	ERX659417	350	11649560	2015-02-04	16340	5676	Buccochromis nototaenia	2015-01-29	ERR715495	ERS510453		Buccochromis_nototaenia-sc-2016549	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Protomelas ornatus	250	SAMEA2661240	ERX659418	350	11649572	2015-02-03	16315	5712	Eclectochromis ornatus	2015-01-29	ERR715496	ERS510454		Protomelas_ornatus_1-sc-2016550	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Protomelas ornatus	250	SAMEA2661241	ERX659419	350	11649584	2015-02-03	15519	5473	Eclectochromis ornatus	2015-01-29	ERR715497	ERS510455		Protomelas_ornatus_2-sc-2016551	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Ctenopharynx nitidus	250	SAMEA2661242	ERX659420	350	11649596	2015-02-03	16040	5622	Ctenopharynx	2015-01-29	ERR715498	ERS510456		Ctenopharynx_nitidus-sc-2016552	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Aulonocara "gold"	250	SAMEA2661247	ERX659421	350	11649608	2015-02-03	16629	5637	Aulonocara sp. 'gold'	2015-01-29	ERR715499	ERS510461	SE Arm	Aulonocara__gold_-sc-2016557	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Aulonocara "blue chilumba"	250	SAMEA2661248	ERX659422	350	11649620	2015-02-03	16539	5798	Aulonocara	2015-01-29	ERR715500	ERS510462	Chilumba	Aulonocara__blue_chilumba_-sc-2016558	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia "rujewa"	250	SAMEA2661249	ERX659423	350	11649632	2015-02-03	17515	6183	Astatotilapia	2015-01-29	ERR715501	ERS510463	Rujewa	Astatotilapia__rujewa_-sc-2016559	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Dimidiochromis compressiceps (Malawi eyebiter)	250	SAMEA2661251	ERX659424	350	11649549	2015-02-04	16748	5916	Dimidiochromis compressiceps	2015-01-29	ERR715502	ERS510465	Mangochi	Dimidiochromis_compressiceps-sc-2016561	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Diplotaxodon macrops black dorsal	250	SAMEA2661252	ERX659425	350	11649561	2015-02-03	16826	5922	Diplotaxodon cf. macrops 'black dorsal'	2015-01-29	ERR715503	ERS510466	Nkhata Bay	Diplotaxodon_macrops_black_dorsal-sc-2016562	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Cynotilapia afra	250	SAMEA2661253	ERX659426	350	11649573	2015-02-04	14763	5044	Cynotilapia afra	2015-01-29	ERR715504	ERS510467	Nkhata Bay	Cynotilapia_afra-sc-2016563	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Copadichromis borleyi	250	SAMEA2661254	ERX659427	350	11649585	2015-02-03	15561	5304	Copadichromis borleyi	2015-01-29	ERR715505	ERS510468	via SMG	Copadichromis_borleyi-sc-2016564	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Aulonocara "yellow"	250	SAMEA2661255	ERX659428	350	11649597	2015-02-03	15168	5199	Aulonocara sp. 'yellow'	2015-01-29	ERR715506	ERS510469	SE Arm	Aulonocara__yellow_-sc-2016565	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Aulonocara "minutus"	250	SAMEA2661256	ERX659429	350	11649609	2015-02-03	14882	5065	Aulonocara	2015-01-29	ERR715507	ERS510470	SE Arm	Aulonocara__minutus_-sc-2016566	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Cynotilapia axelrodi	250	SAMEA2661257	ERX659430	350	11649621	2015-02-03	15105	5231	Cynotilapia	2015-01-29	ERR715508	ERS510471	Nkhata Bay	Cynotilapia_axelrodi-sc-2016567	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Alticorpus peterdaviesi	250	SAMEA2661258	ERX659431	350	11649633	2015-02-04	16235	5536	Alticorpus	2015-01-29	ERR715509	ERS510472	SE Arm	Alticorpus_peterdaviesi-sc-2016568	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Cyathochromis obliquidens	250	SAMEA2661259	ERX659432	350	11649550	2015-02-03	15467	5324	Cyathochromis obliquidens	2015-01-29	ERR715510	ERS510473	Mangochi	Cyathochromis_obliquidens-sc-2016569	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Diplotaxodon limnothrissa	250	SAMEA2661260	ERX659433	350	11649562	2015-02-04	15843	5404	Diplotaxodon limnothrissa	2015-01-29	ERR715511	ERS510474	SE Arm	Diplotaxodon_limnothrissa-sc-2016570	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
female	Fossorochromis rostratus	250	SAMEA2661261	ERX659434	350	11649574	2015-02-04	15673	5343	Fossorochromis rostratus	2015-01-29	ERR715512	ERS510475	Salima	Fossorochromis_rostratus_1-sc-2016571	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
female	Genyochromis mento	250	SAMEA2661262	ERX659435	350	11649586	2015-02-04	14987	5175	Genyochromis mento	2015-01-29	ERR715513	ERS510476	Chiofu	Genyochromis_mento-sc-2016572	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Hemitaenichromis spilopterus	250	SAMEA2661265	ERX659436	350	11649598	2015-02-04	16358	5603	Protomelas spilopterus	2015-01-29	ERR715514	ERS510479	Mangochi	Hemitaenichromis_spilopterus-sc-2016575	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Iodotropheus sprengerae	250	SAMEA2661266	ERX659437	350	11649610	2015-02-04	15978	5595	Iodotropheus sprengerae	2015-01-29	ERR715515	ERS510480	Chiofu	Iodotropheus_sprengerae-sc-2016576	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Fossorochromis rostratus	250	SAMEA2661268	ERX659438	350	11649622	2015-02-03	14984	5539	Fossorochromis rostratus	2015-01-29	ERR715516	ERS510482	Chiofu	Fossorochromis_rostratus_4-sc-2016578	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Diplotaxodon macrops	250	SAMEA2661269	ERX659439	350	11649634	2015-02-03	17156	6214	Diplotaxodon macrops	2015-01-29	ERR715517	ERS510483	SE Arm	Diplotaxodon_macrops-sc-2016579	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Hemitilapia oxyrhynchus	250	SAMEA2661270	ERX659440	350	11649551	2015-02-03	14659	5394	Hemitilapia oxyrhyncha	2015-01-29	ERR715518	ERS510484	Mangochi	Hemitilapia_oxyrhynchus-sc-2016580	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Tropheops tropheops (=orange chest)	250	SAMEA2661272	ERX659441	350	11649563	2015-02-03	13980	5218	Tropheops tropheops	2015-01-29	ERR715519	ERS510486	Cape Maclear	Tropheops_tropheops-sc-2016582	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Serranochromis robustus	250	SAMEA2661273	ERX659442	350	11649575	2015-02-04	14782	5608	Serranochromis robustus	2015-01-29	ERR715520	ERS510487	Lake Kingiri	Serranochromis_robustus-sc-2016583	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Petrotilapia genalutea	250	SAMEA2661275	ERX659443	350	11649587	2015-02-03	14258	5434	Petrotilapia genalutea	2015-01-29	ERR715521	ERS510489	Cape Maclear	Petrotilapia_genalutea-sc-2016585	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Mylochromis lateristriga	250	SAMEA2661276	ERX659444	350	11649599	2015-02-04	15468	5808	Mylochromis lateristriga	2015-01-29	ERR715522	ERS510490		Mylochromis_lateristriga-sc-2016586	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Dimidiochromis strigatus	250	SAMEA2661277	ERX659445	350	11649611	2015-02-04	14943	5606	Dimidiochromis strigatus	2015-01-29	ERR715523	ERS510491	Salima	Dimidiochromis_strigatus-sc-2016587	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Placidochromis longimanus	250	SAMEA2661278	ERX659446	350	11649623	2015-02-03	14764	5505	Placidochromis	2015-01-29	ERR715524	ERS510492	Chia Lagoon	Placidochromis_longimanus_1-sc-2016588	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia calliptera	250	SAMEA2661291	ERX659447	350	11649635	2015-02-19	14129	5331	Astatotilapia calliptera	2015-01-29	ERR715525	ERS510505	Salima	A__calliptera_Salima_male_offspring_1-sc-2016622	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
female	Aulonocara stuartgranti	250	SAMEA2661292	ERX659448	350	11649552	2015-02-19	13641	5111	Aulonocara stuartgranti	2015-01-29	ERR715526	ERS510506	Usisya region	A__stuartgranti_female_offspring_1-sc-2016623	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
male	Astatotilapia calliptera	250	SAMEA2661293	ERX659449	350	11649564	2015-02-19	13130	4971	Astatotilapia calliptera	2015-01-29	ERR715527	ERS510507	Salima	A__calliptera_Salima_male_offspring_2-sc-2016624	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
female	Aulonocara stuartgranti	250	SAMEA2661294	ERX659450	350	11649576	2015-02-19	13951	5400	Aulonocara stuartgranti	2015-01-29	ERR715528	ERS510508	Usisya region	A__stuartgranti_female_offspring_2-sc-2016625	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
female	Astatotilapia calliptera	250	SAMEA2661295	ERX659451	350	11649588	2015-02-19	14959	5756	Astatotilapia calliptera	2015-01-29	ERR715529	ERS510509	Salima	A__calliptera_Salima_female_offspring-sc-2016626	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Astatotilapia calliptera	250	SAMEA2661381	ERX659452	350	11649600	2015-02-19	14266	5533	Astatotilapia calliptera	2015-01-29	ERR715530	ERS510595	Chitimba, site 79	Astatotilapia_calliptera_Chitimba-sc-2016910	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Astatotilapia calliptera	250	SAMEA2661382	ERX659453	350	11649612	2015-02-19	14899	5744	Astatotilapia calliptera	2015-01-29	ERR715531	ERS510596	North Rukuru, site 80	Astatotilapia_calliptera_North_Rukuru-sc-2016911	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
	Astatotilapia calliptera	250	SAMEA2661383	ERX659454	350	11649624	2015-02-19	16910	6282	Astatotilapia calliptera	2015-01-29	ERR715532	ERS510597	Songwe River, site 81	Astatotilapia_calliptera_Songwe_River-sc-2016912	WGS	PRJEB1254	SC	public	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP002088
